"","MSZoning","Neighborhood","BldgType","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","ExterCond","HeatingQC","CentralAir","X1stFlrSF","GrLivArea","FullBath","KitchenQual","GarageCars","SaleCondition","SalePrice","NHood","MSZone","BType","HStyle","SCond","KQual","ExQual","Cair","HQC","ECond","SalePrice.log","X1stFlrSF.log","GrLivArea.log"
"126","RM","IDOTRR","2fmCon","1.5Fin",6,1935,1982,"TA","Fa","Gd","N",520,754,1,"TA",0,"Normal",84500,1,2,1,2,5,2,2,0,4,2,11.3445068133453,6.25382881157547,6.62539236800796
"127","RL","NPkVill","TwnhsE","1Story",6,1976,1976,"TA","TA","TA","Y",958,958,2,"TA",2,"Normal",128000,3,4,3,3,5,2,2,1,3,3,11.7597855429018,6.86484777797086,6.86484777797086
"128","RM","OldTown","1Fam","1.5Unf",5,1930,1950,"TA","Gd","Ex","Y",840,840,1,"TA",0,"Normal",87000,2,2,3,1,5,2,2,1,5,4,11.3736633976367,6.73340189183736,6.73340189183736
"129","RL","NAmes","1Fam","2Story",6,1966,1966,"TA","TA","TA","Y",660,1348,1,"TA",2,"Normal",155000,3,4,3,4,5,2,2,1,3,3,11.9511803959014,6.49223983502047,7.20637729147225
"130","RL","NAmes","1Fam","1Story",5,1958,1991,"TA","TA","TA","Y",1053,1053,1,"Ex",2,"Abnorml",150000,3,4,3,3,5,4,2,1,3,3,11.9183905730784,6.95939851213398,6.95939851213398
"131","RL","NAmes","1Fam","2Story",7,1966,1966,"TA","TA","Ex","Y",1216,2157,2,"Gd",2,"Normal",226000,3,4,3,4,5,3,2,1,5,3,12.3282902782544,7.10332206252611,7.67647364638916
"132","RL","Gilbert","1Fam","2Story",6,2000,2000,"Gd","TA","Ex","Y",1022,2054,2,"Gd",2,"Normal",244000,4,4,3,4,5,3,3,1,5,3,12.4049235042753,6.92951677076365,7.6275443904885
"133","RL","NAmes","1Fam","1Story",5,1959,2002,"TA","TA","Gd","Y",1327,1327,1,"Gd",2,"Normal",150750,3,4,3,3,5,3,2,1,4,3,11.9233781145894,7.19067603433221,7.19067603433221
"134","RL","Timber","1Fam","1Story",8,2001,2002,"Gd","TA","Ex","Y",1296,1296,2,"Gd",2,"Normal",220000,5,4,3,3,5,3,3,1,5,3,12.3013828253345,7.16703787691222,7.16703787691222
"135","RL","Sawyer","1Fam","1Story",5,1968,1993,"TA","TA","Gd","Y",1721,1721,2,"TA",2,"Normal",180000,3,4,3,3,5,2,2,1,4,3,12.1007121298723,7.45066079621154,7.45066079621154
"136","RL","NWAmes","1Fam","1Story",7,1970,1970,"TA","TA","Gd","Y",1682,1682,2,"TA",2,"Normal",174000,4,4,3,3,5,2,2,1,4,3,12.0668105781967,7.42773884053289,7.42773884053289
"137","RL","NAmes","1Fam","1Story",5,1967,1967,"TA","TA","TA","Y",1214,1214,2,"TA",1,"Normal",143000,3,4,3,3,5,2,2,1,3,3,11.870599909242,7.10167597161944,7.10167597161944
"138","RL","Mitchel","Duplex","1Story",7,1988,1989,"TA","TA","Gd","Y",1959,1959,3,"TA",3,"Family",171000,3,4,2,3,3,2,2,1,4,3,12.0494188354848,7.58018941794454,7.58018941794454
"139","RL","CollgCr","1Fam","2Story",8,1999,2000,"Gd","TA","Ex","Y",1004,1852,2,"Gd",3,"Normal",230000,4,4,3,4,5,3,3,1,5,3,12.3458345879053,6.91174730025167,7.52402141520612
"140","RL","CollgCr","1Fam","2Story",6,1997,1997,"TA","TA","Ex","Y",928,1764,2,"Gd",2,"Normal",231500,4,4,3,4,5,3,2,1,5,3,12.3523351525084,6.8330317327862,7.47533923656674
"141","RL","NAmes","1Fam","1Story",4,1971,1971,"TA","TA","TA","Y",864,864,1,"TA",0,"Normal",115000,3,4,3,3,5,2,2,1,3,3,11.6526874073454,6.76157276880406,6.76157276880406
"142","RL","CollgCr","1Fam","1Story",7,2005,2005,"Gd","TA","Ex","Y",1734,1734,2,"Gd",2,"Normal",260000,4,4,3,3,5,3,3,1,5,3,12.4684369099977,7.45818615734049,7.45818615734049
"143","RL","NAmes","1Fam","1.5Fin",5,1952,1952,"TA","Fa","Fa","Y",910,1385,2,"TA",2,"Normal",166000,3,4,3,2,5,2,2,1,2,2,12.0197430673387,6.8134445995109,7.23345541862144
"144","RL","CollgCr","1Fam","1Story",7,1999,1999,"Gd","TA","Ex","Y",1501,1501,2,"Gd",2,"Normal",204000,4,4,3,3,5,3,3,1,5,3,12.2258752728264,7.31388683163346,7.31388683163346
"145","RM","Sawyer","Duplex","1Story",5,1963,1963,"TA","TA","TA","Y",1728,1728,2,"TA",2,"Abnorml",125000,3,2,2,3,5,2,2,1,3,3,11.7360690162844,7.454719949364,7.454719949364
"146","RM","Edwards","Twnhs","2Story",6,2004,2006,"Gd","TA","Ex","Y",970,1709,2,"Gd",2,"Normal",130000,2,2,2,4,5,3,3,1,5,3,11.7752897294377,6.87729607149743,7.44366368311559
"147","RM","BrkSide","1Fam","1Story",5,1931,1993,"TA","TA","TA","Y",875,875,1,"TA",1,"Normal",105000,2,2,3,3,5,2,2,1,3,3,11.5617156291397,6.77422388635761,6.77422388635761
"148","RL","Gilbert","1Fam","2Story",7,2001,2001,"Gd","TA","Ex","Y",884,2035,2,"Gd",2,"Normal",222500,4,4,3,4,5,3,3,1,5,3,12.3126823805884,6.78445706263764,7.6182510978767
"149","RL","SawyerW","1Fam","1Story",7,2004,2005,"TA","TA","Ex","Y",1080,1080,1,"Gd",0,"Normal",141000,4,4,3,3,5,3,2,1,5,3,11.8565151693603,6.98471632011827,6.98471632011827
"150","RM","BrkSide","1Fam","1.5Fin",5,1936,1950,"TA","TA","Gd","Y",896,1344,1,"TA",1,"Normal",115000,2,2,3,2,5,2,2,1,4,3,11.6526874073454,6.79794041297493,7.20340552108309
"151","RL","CollgCr","1Fam","1Story",5,1975,1975,"TA","TA","TA","Y",969,969,1,"TA",2,"Normal",122000,4,4,3,3,5,2,2,1,3,3,11.7117763237154,6.87626461189077,6.87626461189077
"152","RL","NridgHt","1Fam","1Story",8,2007,2008,"Gd","TA","Ex","Y",1710,1710,2,"Gd",3,"Partial",372402,6,4,3,3,6,3,3,1,5,3,12.8277291949399,7.44424864949671,7.44424864949671
"153","RL","NWAmes","1Fam","2Story",6,1971,1971,"TA","TA","Gd","Y",1097,1993,2,"TA",2,"Normal",190000,4,4,3,4,5,2,2,1,4,3,12.1547793511426,7.00033446027523,7.59739632021279
"154","RL","ClearCr","1Fam","1Story",6,1960,1975,"TA","TA","Gd","Y",1252,1252,1,"TA",2,"Normal",235000,4,4,3,3,5,2,2,1,4,3,12.3673407931263,7.13249755166004,7.13249755166004
"155","RM","OldTown","1Fam","1Story",6,1923,1950,"TA","TA","TA","Y",1200,1200,1,"TA",1,"Family",125000,2,2,3,3,3,2,2,1,3,3,11.7360690162844,7.09007683577609,7.09007683577609
"156","RL","Edwards","1Fam","1.5Fin",6,1924,1950,"TA","TA","Fa","N",572,1096,1,"TA",0,"Normal",79000,2,4,3,2,5,2,2,0,2,3,11.2772031314492,6.3491389913798,6.99942246750796
"157","RL","NAmes","1Fam","1Story",5,1950,1950,"TA","TA","TA","Y",1040,1040,1,"TA",2,"Normal",109500,3,4,3,3,5,2,2,1,3,3,11.6036798282387,6.94697599213542,6.94697599213542
"158","RL","Timber","1Fam","2Story",8,2009,2010,"Gd","TA","Ex","Y",774,1968,2,"Ex",3,"Partial",269500,5,4,3,4,6,4,3,1,5,3,12.5043236693312,6.65157187358973,7.5847730776122
"159","FV","Somerst","1Fam","2Story",7,2004,2005,"Gd","TA","Ex","Y",991,1947,2,"Gd",2,"Normal",254900,5,5,3,4,5,3,3,1,5,3,12.4486265903642,6.89871453432999,7.5740450053722
"160","RL","Gilbert","1Fam","2Story",7,2005,2006,"Gd","TA","Ex","Y",1392,2462,2,"Gd",2,"Partial",320000,4,4,3,4,6,3,3,1,5,3,12.6760762747759,7.23849684089437,7.8087293067444
"161","RL","Veenker","1Fam","1Story",6,1984,1984,"TA","TA","TA","Y",1232,1232,2,"TA",2,"Normal",162500,5,4,3,3,5,2,2,1,3,3,11.9984332807519,7.11639414409346,7.11639414409346
"162","RL","NridgHt","1Fam","2Story",9,2003,2004,"Gd","TA","Ex","Y",1572,2668,2,"Ex",3,"Normal",412500,6,4,3,4,5,4,3,1,5,3,12.9299914847569,7.36010397298915,7.88908440703551
"163","RL","NridgHt","1Fam","1Story",7,2005,2005,"Gd","TA","Ex","Y",1541,1541,2,"Gd",2,"Partial",220000,6,4,3,3,6,3,3,1,5,3,12.3013828253345,7.34018683532012,7.34018683532012
"164","RL","OldTown","1Fam","1.5Unf",4,1956,1956,"TA","TA","Ex","Y",882,882,1,"TA",0,"Normal",103200,2,4,3,1,5,2,2,1,5,3,11.5444241320296,6.78219205600679,6.78219205600679
"165","RM","OldTown","1Fam","1Story",6,1926,2004,"TA","Gd","Gd","Y",1149,1616,2,"Gd",1,"Normal",152000,2,2,3,3,5,3,2,1,4,4,11.9316357998284,7.04664727784876,7.38770923908104
"166","RL","Edwards","2fmCon","1.5Fin",5,1940,1999,"TA","Gd","Gd","Y",808,1355,2,"TA",0,"Normal",127500,2,4,1,2,5,2,2,1,4,4,11.7558716435806,6.69456205852109,7.2115567333138
"167","RL","ClearCr","1Fam","1Story",5,1955,1993,"Gd","TA","Ex","Y",1867,1867,1,"TA",1,"Normal",190000,4,4,3,3,5,2,3,1,5,3,12.1547793511426,7.53208814354172,7.53208814354172
"168","RL","NridgHt","1Fam","2Story",8,2007,2007,"Gd","TA","Ex","Y",1610,2161,1,"Ex",3,"Partial",325624,6,4,3,4,6,4,3,1,5,3,12.6934986204678,7.38398945797851,7.67832635650689
"169","RL","Gilbert","1Fam","2Story",7,2004,2004,"Gd","TA","Ex","Y",840,1720,2,"Gd",2,"Normal",183500,4,4,3,4,5,3,3,1,5,3,12.1199699464768,6.73340189183736,7.4500795698075
"170","RL","Timber","1Fam","1Story",8,1981,1981,"Gd","TA","TA","Y",1707,1707,2,"TA",2,"Normal",228000,5,4,3,3,5,2,3,1,3,3,12.3371009079366,7.44249272279444,7.44249272279444
"171","RM","OldTown","1Fam","1.5Fin",5,1941,1950,"TA","TA","TA","Y",854,1382,1,"TA",2,"Normal",128500,2,2,3,2,5,2,2,1,3,3,11.7636841833174,6.74993119378857,7.23128700432762
"172","RL","NAmes","1Fam","1Story",6,1960,1960,"TA","TA","Fa","Y",1656,1656,1,"TA",2,"Normal",215000,3,4,3,3,5,2,2,1,2,3,12.2783933071098,7.4121603349452,7.4121603349452
"173","RL","StoneBr","TwnhsE","2Story",7,1987,1987,"Gd","Gd","Gd","Y",1064,1767,2,"Gd",2,"Normal",239000,6,4,3,4,5,3,3,1,4,4,12.3842188309136,6.96979066990159,7.4770384723197
"174","RL","NAmes","1Fam","1Story",6,1961,1961,"TA","TA","TA","Y",1362,1362,1,"TA",2,"Normal",163000,3,4,3,3,5,2,2,1,3,3,12.0015054797889,7.21670948670946,7.21670948670946
"175","RL","Timber","1Fam","1Story",6,1986,1986,"TA","TA","TA","Y",1651,1651,2,"TA",2,"Normal",184000,5,4,3,3,5,2,2,1,3,3,12.1226910365911,7.40913644392013,7.40913644392013
"176","RL","Edwards","1Fam","1Story",6,1950,2001,"TA","TA","TA","Y",2158,2158,2,"Gd",2,"Normal",243000,2,4,3,3,5,3,2,1,3,3,12.4008167223227,7.67693714581808,7.67693714581808
"177","RL","ClearCr","1Fam","2Story",6,1988,1989,"Gd","TA","TA","Y",1164,2060,2,"TA",2,"Normal",211000,4,4,3,4,5,2,3,1,3,3,12.2596134124582,7.05961762829138,7.63046126178363
"178","RL","Sawyer","1Fam","1.5Fin",5,1958,1958,"Gd","Gd","Ex","Y",1252,1920,2,"Gd",2,"Normal",172500,3,4,3,2,5,3,3,1,5,4,12.0581525154536,7.13249755166004,7.56008046502183
"179","RL","StoneBr","1Fam","1Story",9,2008,2009,"Ex","TA","Ex","Y",2234,2234,2,"Ex",3,"Partial",501837,6,4,3,3,6,4,4,1,5,3,13.1260306447518,7.71154897962915,7.71154897962915
"180","RM","OldTown","1Fam","1Story",5,1923,2006,"Gd","TA","TA","Y",968,968,1,"TA",2,"Normal",100000,2,2,3,3,5,2,3,1,3,3,11.5129254649702,6.87523208727658,6.87523208727658
"181","FV","Somerst","Twnhs","2Story",6,2000,2000,"Gd","TA","Ex","Y",769,1525,2,"Gd",2,"Normal",177000,5,5,2,4,5,3,3,1,5,3,12.083905011556,6.64509096950564,7.32974968904151
"182","RL","Crawfor","1Fam","2Story",7,1920,1950,"TA","TA","Gd","Y",901,1802,1,"TA",1,"Normal",200100,4,4,3,4,5,2,2,1,4,3,12.2065725205718,6.80350525760834,7.49665243816828
"183","RL","Edwards","1Fam","1Story",5,1957,2006,"TA","TA","Ex","Y",1340,1340,1,"TA",1,"Normal",120000,2,4,3,3,5,2,2,1,5,3,11.6952470217642,7.20042489294496,7.20042489294496
"184","RM","OldTown","1Fam","1.5Fin",7,2003,2003,"TA","TA","Ex","Y",1362,2082,2,"Gd",2,"Normal",200000,2,2,3,2,5,3,2,1,5,3,12.2060726455302,7.21670948670946,7.64108424917491
"185","RL","BrkSide","1Fam","1.5Fin",5,1908,1991,"TA","TA","Gd","Y",936,1252,1,"TA",2,"Normal",127000,2,4,3,2,5,2,2,1,4,3,11.7519423654407,6.84161547647759,7.13249755166004
"186","RM","OldTown","1Fam","2.5Fin",10,1892,1993,"Gd","Gd","Ex","Y",1518,3608,2,"Ex",3,"Normal",475000,2,2,3,4,5,4,3,1,5,4,13.0710700830168,7.32514895795557,8.19090888118251
"187","RL","Mitchel","1Fam","SLvl",7,1990,1991,"TA","TA","Ex","Y",1217,1217,2,"Gd",2,"Normal",173000,3,4,3,3,5,3,2,1,5,3,12.0610468734799,7.10414409298753,7.10414409298753
"188","RL","OldTown","1Fam","1.5Fin",5,1916,1987,"TA","TA","Ex","Y",808,1656,2,"TA",1,"Normal",135000,2,4,3,2,5,2,2,1,5,3,11.8130300574206,6.69456205852109,7.4121603349452
"190","RL","StoneBr","TwnhsE","1Story",8,2001,2002,"Gd","TA","Ex","Y",1593,1593,1,"Ex",2,"Normal",286000,6,4,3,3,5,4,3,1,5,3,12.563747089802,7.37337430991005,7.37337430991005
"191","RL","Crawfor","1Fam","2Story",8,1932,1994,"Gd","TA","TA","Y",1549,2727,2,"Gd",2,"Normal",315000,4,4,3,4,5,3,3,1,3,3,12.6603279178078,7.34536484041687,7.91095738284559
"192","RL","NAmes","1Fam","2Story",7,1972,2004,"TA","TA","Gd","Y",725,1479,1,"Gd",2,"Normal",184000,3,4,3,4,5,3,2,1,4,3,12.1226910365911,6.58617165485467,7.2991214627108
"193","RL","CollgCr","1Fam","1Story",7,1999,1999,"Gd","TA","Ex","Y",1431,1431,2,"Gd",2,"Normal",192000,4,4,3,3,5,3,3,1,5,3,12.1652506510099,7.26612877955645,7.26612877955645
"194","RM","Edwards","Twnhs","2Story",7,2004,2004,"Gd","TA","Ex","Y",970,1709,2,"Gd",2,"Normal",130000,2,2,2,4,5,3,3,1,5,3,11.7752897294377,6.87729607149743,7.44366368311559
"195","RL","CollgCr","1Fam","1Story",5,1972,1972,"TA","TA","TA","Y",864,864,1,"TA",1,"Normal",127000,4,4,3,3,5,2,2,1,3,3,11.7519423654407,6.76157276880406,6.76157276880406
"196","RL","NPkVill","Twnhs","2Story",6,1976,1976,"TA","TA","TA","Y",855,1456,2,"TA",2,"Normal",148500,3,4,2,4,5,2,2,1,3,3,11.9083402372249,6.75110146893676,7.28344822875663
"197","RL","Somerst","1Fam","1Story",7,2007,2007,"Ex","TA","Ex","Y",1726,1726,2,"Ex",3,"Partial",311872,5,4,3,3,6,4,4,1,5,3,12.6503481262032,7.45356187164337,7.45356187164337
"198","RL","NAmes","1Fam","2Story",8,1918,1990,"Gd","Gd","Gd","Y",1360,3112,2,"Gd",2,"Abnorml",235000,3,4,3,4,5,3,3,1,4,4,12.3673407931263,7.2152399787301,8.04302088529828
"199","RM","OldTown","1Fam","2.5Fin",6,1912,1950,"TA","TA","Ex","Y",929,2229,1,"TA",0,"Abnorml",104000,2,2,3,4,5,2,2,1,5,3,11.5521461781235,6.83410873881384,7.70930833338587
"200","RL","NridgHt","1Fam","1Story",8,2004,2005,"Gd","TA","Ex","Y",1713,1713,2,"Ex",3,"Normal",274900,6,4,3,3,5,4,3,1,5,3,12.5241626741533,7.44600149832412,7.44600149832412
"201","RM","Edwards","1Fam","1Story",4,2003,2004,"TA","TA","Ex","Y",1121,1121,2,"TA",2,"Normal",140000,2,2,3,3,5,2,2,1,5,3,11.8493977015914,7.02197642307216,7.02197642307216
"202","RL","Mitchel","1Fam","1Story",6,1977,1977,"TA","TA","TA","Y",1279,1279,2,"TA",2,"Normal",171500,3,4,3,3,5,2,2,1,3,3,12.0523385455881,7.15383380157884,7.15383380157884
"203","RL","OldTown","1Fam","1.5Fin",6,1924,1950,"TA","Gd","Gd","Y",865,1310,2,"TA",1,"Normal",112000,2,4,3,2,5,2,2,1,4,4,11.6262541502772,6.76272950693188,7.1777824161952
"204","RM","CollgCr","TwnhsE","1Story",6,2004,2004,"Gd","TA","Ex","Y",848,848,1,"Gd",2,"Normal",149000,4,2,3,3,5,3,3,1,5,3,11.9117015849276,6.7428806357919,6.7428806357919
"205","RM","OldTown","1Fam","1.5Fin",5,1947,1950,"TA","TA","TA","Y",720,1284,1,"TA",1,"Normal",110000,2,2,3,2,5,2,2,1,3,3,11.6082356447746,6.5792512120101,7.15773548424991
"206","RL","Gilbert","1Fam","1Story",7,1990,1990,"TA","TA","Ex","Y",1442,1442,2,"TA",2,"Normal",180500,4,4,3,3,5,2,2,1,5,3,12.1034860567551,7.27378631784489,7.27378631784489
"207","RL","Sawyer","1Fam","1Story",5,1962,1962,"TA","Gd","TA","Y",1696,1696,1,"TA",1,"Normal",143900,3,4,3,3,5,2,2,1,3,4,11.8768738928755,7.43602781635185,7.43602781635185
"208","RL","NAmes","1Fam","1Story",4,1960,1960,"TA","TA","TA","Y",1100,1100,1,"TA",1,"Normal",141000,3,4,3,3,5,2,2,1,3,3,11.8565151693603,7.00306545878646,7.00306545878646
"209","RL","SawyerW","1Fam","2Story",7,1988,1989,"Gd","TA","Ex","Y",1180,2062,2,"TA",2,"Normal",277000,4,4,3,4,5,2,3,1,5,3,12.5317727851695,7.07326971745971,7.63143166457691
"210","RL","NAmes","1Fam","1Story",6,1964,1964,"TA","TA","Ex","Y",1092,1092,1,"TA",2,"Normal",145000,3,4,3,3,5,2,2,1,5,3,11.8844890214027,6.99576615630485,6.99576615630485
"211","RL","Edwards","1Fam","1Story",5,1925,1950,"TA","TA","TA","N",864,864,1,"TA",0,"Normal",98000,2,4,3,3,5,2,2,0,3,3,11.4927227576527,6.76157276880406,6.76157276880406
"212","RL","Edwards","1Fam","1Story",6,2009,2009,"TA","TA","Ex","Y",1212,1212,2,"Gd",2,"Normal",186000,2,4,3,3,5,3,2,1,5,3,12.1335019526953,7.10002716662926,7.10002716662926
"213","FV","Somerst","1Fam","2Story",7,2009,2009,"TA","TA","Ex","Y",932,1852,2,"Gd",2,"Partial",252678,5,5,3,4,6,3,2,1,5,3,12.4398712298317,6.83733281468559,7.52402141520612
"214","RL","CollgCr","1Fam","1Story",5,1995,1995,"TA","TA","Ex","Y",990,990,1,"TA",2,"Normal",156000,4,4,3,3,5,2,2,1,5,3,11.9576112862317,6.89770494312864,6.89770494312864
"215","RL","CollgCr","1Fam","2Story",6,1977,1977,"TA","TA","Ex","Y",689,1392,1,"TA",1,"Normal",161750,4,4,3,4,5,2,2,1,5,3,11.9938072123631,6.53524127101366,7.23849684089437
"216","RL","NAmes","1Fam","1Story",5,1957,1996,"TA","TA","TA","Y",1236,1236,1,"Gd",1,"Normal",134450,3,4,3,3,5,3,2,1,3,3,11.808947661697,7.11963563801764,7.11963563801764
"217","RL","CollgCr","1Fam","1Story",7,2004,2004,"Gd","TA","Ex","Y",1436,1436,2,"Gd",2,"Normal",210000,4,4,3,3,5,3,3,1,5,3,12.2548628096996,7.26961674960817,7.26961674960817
"218","RM","OldTown","1Fam","2Story",4,1925,1950,"TA","TA","Fa","N",810,1328,1,"TA",1,"Family",107000,2,2,3,4,3,2,2,0,2,3,11.580584113444,6.69703424766648,7.19142933003638
"219","RL","Crawfor","1Fam","1.5Fin",7,1939,2006,"Gd","Gd","Ex","Y",1137,1954,1,"Gd",2,"Normal",311500,4,4,3,2,5,3,3,1,5,4,12.6491546172096,7.03614849375054,7.57763383260273
"220","RL","Blmngtn","TwnhsE","1Story",7,2005,2006,"Gd","TA","Ex","Y",1248,1248,2,"Gd",2,"Partial",167240,4,4,3,3,6,3,3,1,5,3,12.0271851854705,7.12929754892937,7.12929754892937
"221","RL","CollgCr","1Fam","1Story",7,2006,2006,"Gd","TA","Ex","Y",1498,1498,2,"Gd",2,"Partial",204900,4,4,3,3,6,3,3,1,5,3,12.230277334227,7.31188616407716,7.31188616407716
"222","RL","Gilbert","1Fam","2Story",6,2002,2002,"Gd","TA","Ex","Y",1010,2267,2,"Gd",2,"Normal",200000,4,4,3,4,5,3,3,1,5,3,12.2060726455302,6.9177056098353,7.72621265050753
"223","RL","NWAmes","1Fam","2Story",6,1975,1975,"TA","TA","TA","Y",811,1552,2,"TA",2,"Normal",179900,4,4,3,4,5,2,2,1,3,3,12.1001564199386,6.69826805411541,7.34729970074316
"224","RL","NAmes","1Fam","1Story",4,1971,1971,"TA","TA","Gd","Y",864,864,1,"TA",2,"Abnorml",97000,3,4,3,3,5,2,2,1,4,3,11.4824662574855,6.76157276880406,6.76157276880406
"225","RL","NridgHt","1Fam","1Story",10,2003,2003,"Ex","TA","Ex","Y",2392,2392,2,"Ex",3,"Normal",386250,6,4,3,3,5,4,4,1,5,3,12.8642401071941,7.77988511507052,7.77988511507052
"226","RM","BrDale","Twnhs","2Story",5,1971,1971,"TA","TA","TA","Y",630,1302,2,"TA",1,"Abnorml",112000,1,2,2,4,5,2,2,1,3,3,11.6262541502772,6.44571981938558,7.17165682276851
"227","RL","NoRidge","1Fam","2Story",7,1995,1995,"Gd","TA","Ex","Y",1214,2520,2,"Gd",3,"Abnorml",290000,6,4,3,4,5,3,3,1,5,3,12.5776362019627,7.10167597161944,7.83201418050547
"228","RM","BrDale","Twnhs","2Story",6,1970,1970,"TA","TA","TA","Y",483,987,1,"TA",1,"Normal",106000,1,2,2,4,5,2,2,1,3,3,11.5711943730942,6.18001665365257,6.89467003943348
"229","RL","Sawyer","1Fam","1Story",5,1967,1967,"TA","TA","TA","Y",912,912,1,"TA",1,"Normal",125000,3,4,3,3,5,2,2,1,3,3,11.7360690162844,6.81563999007433,6.81563999007433
"230","RL","Blmngtn","TwnhsE","1Story",7,2005,2006,"Gd","TA","Ex","Y",1555,1555,2,"Gd",2,"Normal",192500,4,4,3,3,5,3,3,1,5,3,12.16785143271,7.34923082461333,7.34923082461333
"231","RL","NAmes","1Fam","1Story",6,1959,1959,"TA","TA","TA","Y",1194,1194,1,"TA",1,"Normal",148000,3,4,3,3,5,2,2,1,3,3,11.9049675527463,7.08506429395255,7.08506429395255
"232","RL","NoRidge","1Fam","2Story",8,1995,1996,"Gd","TA","Ex","Y",1490,2794,2,"Ex",3,"Normal",403000,6,4,3,4,5,4,3,1,5,3,12.9066918409288,7.30653139893951,7.93522953981691
"233","RM","BrDale","Twnhs","2Story",6,1972,1972,"TA","TA","TA","Y",483,987,1,"TA",1,"Normal",94500,1,2,2,4,5,2,2,1,3,3,11.4563551134818,6.18001665365257,6.89467003943348
"234","RL","CollgCr","1Fam","1Story",5,1976,1976,"TA","TA","TA","Y",894,894,1,"TA",1,"Normal",128200,4,4,3,3,5,2,2,1,3,3,11.7613468234687,6.79570577517351,6.79570577517351
"235","RL","Gilbert","1Fam","2Story",6,2002,2002,"Gd","TA","Ex","Y",860,1960,2,"Gd",2,"Normal",216500,4,4,3,4,5,3,3,1,5,3,12.2853458264247,6.75693238924755,7.58069975222456
"236","RM","BrDale","TwnhsE","2Story",6,1971,1971,"TA","TA","TA","Y",483,987,1,"TA",1,"Normal",89500,1,2,3,4,5,2,2,1,3,3,11.4019939042629,6.18001665365257,6.89467003943348
"237","RL","CollgCr","1Fam","1Story",7,2004,2004,"Gd","TA","Ex","Y",1414,1414,2,"Gd",2,"Normal",185500,4,4,3,3,5,3,3,1,5,3,12.1308101610296,7.25417784645652,7.25417784645652
"238","RL","SawyerW","1Fam","2Story",7,1993,2003,"Gd","TA","Ex","Y",1014,1744,2,"Gd",2,"Normal",194500,4,4,3,4,5,3,3,1,5,3,12.1781874420406,6.92165818415113,7.46393660446893
"239","RL","NridgHt","1Fam","1Story",8,2007,2007,"Ex","TA","Ex","Y",1694,1694,2,"Gd",3,"Partial",318000,6,4,3,3,6,3,4,1,5,3,12.6698066617623,7.434847875212,7.434847875212
"240","RL","Edwards","1Fam","1.5Fin",6,1945,1950,"TA","TA","TA","Y",798,1487,1,"TA",1,"Normal",113000,2,4,3,2,5,2,2,1,3,3,11.6351430976945,6.68210859744981,7.30451594646016
"241","FV","Somerst","1Fam","1Story",8,2008,2008,"Gd","TA","Ex","Y",1566,1566,2,"Gd",2,"Normal",262500,5,5,3,3,5,3,3,1,5,3,12.4780063610138,7.35627987655075,7.35627987655075
"242","RM","OldTown","1Fam","1Story",5,1945,1997,"TA","Gd","Gd","Y",866,866,1,"Gd",0,"Normal",110500,2,2,3,3,5,3,2,1,4,4,11.6127707999399,6.76388490856244,6.76388490856244
"243","RM","OldTown","1Fam","1.5Fin",5,1900,1950,"TA","TA","Gd","N",889,1440,1,"TA",1,"Normal",79000,2,2,3,2,5,2,2,0,4,3,11.2772031314492,6.7900972355139,7.27239839257005
"244","RL","SawyerW","TwnhsE","2Story",6,1980,1980,"TA","TA","TA","Y",626,1217,1,"TA",1,"Normal",120000,4,4,3,4,5,2,2,1,3,3,11.6952470217642,6.4393503711001,7.10414409298753
"245","RL","SawyerW","1Fam","2Story",7,1994,2002,"Gd","TA","Ex","Y",1222,2110,2,"Gd",2,"Normal",205000,4,4,3,4,5,3,3,1,5,3,12.2307652581205,7.10824413973154,7.65444322647011
"246","RL","NWAmes","1Fam","1Story",7,1988,1988,"TA","TA","Gd","Y",1872,1872,2,"TA",2,"Normal",241500,4,4,3,3,5,2,2,1,4,3,12.3946247520748,7.53476265703754,7.53476265703754
"247","RM","OldTown","2fmCon","2Story",6,1910,1950,"TA","Fa","Gd","N",908,1928,2,"Fa",1,"Normal",137000,2,2,1,4,5,1,2,0,4,2,11.8277362048103,6.81124437860129,7.56423847517049
"248","RL","NAmes","1Fam","1Story",6,1954,1954,"TA","TA","Ex","Y",1375,1375,1,"TA",2,"Normal",140000,3,4,3,3,5,2,2,1,5,3,11.8493977015914,7.22620901010067,7.22620901010067
"249","RL","CollgCr","1Fam","2Story",7,2003,2003,"Gd","TA","Ex","Y",840,1668,2,"Gd",2,"Normal",180000,4,4,3,4,5,3,3,1,5,3,12.1007121298723,6.73340189183736,7.41938058291869
"250","RL","ClearCr","1Fam","1.5Fin",6,1958,2006,"Gd","TA","Gd","Y",1444,2144,2,"Gd",2,"Normal",277000,4,4,3,2,5,3,3,1,4,3,12.5317727851695,7.27517231945277,7.67042852219069
"251","RL","BrkSide","1Fam","1Story",3,1940,1966,"TA","Po","Ex","Y",1306,1306,1,"Fa",0,"Normal",76500,2,4,3,3,5,1,2,1,5,1,11.2450460198146,7.17472430983638,7.17472430983638
"252","RM","Crawfor","TwnhsE","1Story",8,2006,2007,"Gd","TA","Ex","Y",1625,1625,2,"Gd",2,"Family",235000,4,2,3,3,3,3,3,1,5,3,12.3673407931263,7.39326309476384,7.39326309476384
